date time;attacker id;att name;att power;att team;defender id;def name;def power;team;attacker patronage;defender patronage;
20/9/24;4668830;TrumpReturns;1102951;Axe Fac Jor Seb K'A Aur;4684732;Team Diabolic;1128362;Ara Dan Seb Moj Jor Axe;Mar(8108) Axe(11064) Alb(9549) Vex(10154) Cai(11064);Mar(11064) Cai(11064) Fen(4326) Axe(11064) Oli(11064);
20/9/24;4411565;СКАРАБЕЙ;1104053;Axe Mar Fac Yas K'A Ast;36243331;Seymour ;1015142;Aur Jhu Seb LaC Faf Axe;Axe(11064) Kho(6916) Cai(10114) Fen(9470) Oli(8754);Oli(11064) Fen(11064) Alb(11064) Vex(5766) Mar(7916);
20/9/24;4454896;Team D;1138729;Axe Iri Ori Neb Dan Aur;4450374;NoOne;1083166;Dan Neb Seb Jet Mar Axe;Alb(11064) Axe(11064)  ###  Cai(11064) Oli(11064);Cai(11064)  ###  Alb(11064) Oli(7163) Axe(11064);
20/9/24;23402789;Ragto;1086753;Alb Dor Iri Hei Mor Krv;4255738;Harrier;1103059;Dan Seb Aid Iri Mar Axe;Mer(9018) Bis(9018) Alb(11064) Axe(11064) Oli(11064);Cai(11064) Oli(11064) Mer(5152) Alb(11064) Axe(11064);
20/9/24;4868542;stratis;1111154;Axe Hel Dor Ori Neb Aur;4862582;Aki;975415;Dan Seb Iri Faf Mar Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Cai(11064) Alb(9692) Bis(6622) Oli(9944) Axe(11064);
20/9/24;4208957;patlacoche;1179430;Axe Mar Seb Kai K'A Krv;4558183;Team Ahma;1014453;Krv Ast Mor Jor Mar Oli;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Alb(11064) Bis(6676) Axe(11064) Oli(11064)  ###;
20/9/24;4868542;stratis;1111154;Axe Hel Dor Ori Neb Aur;4552957;Skeggia;1037379;Krv Ish Mor Seb Faf Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Bis(9428) Fen(11064) Axe(11064) Alb(11064) Mar(9018);
20/9/24;4712527;HRCAK;1144829;Alb Mar Jhu Cel Yas Aur;4433148;an Albatross;1042779;Krv K'A Kei Neb Ori Axe;Oli(11064) Fen(10800) Axe(11064) Alb(11064) Cai(11064);Oli(10154) Fen(4054) Alb(10154) Cai(11064) Axe(11064);
19/9/24;4750576;NoCanDo;1045783;Axe Pho Iri Cel Mor Dan;4499882;Erdimain;1077733;Ast Gal May Art The Fen;Kho(7982) Bis(9428) Axe(9762) Oli(9428) Cai(11064);Oli(9818) Alb(9428) Axe(7804) Fen(11064) Mer(7804);
19/9/24;4868542;stratis;1106228;Axe Hel Ori Seb Neb Aur;4820170;Butch;1058424;Jul Ami Neb Hei Aid Oli;Mer(11064) Axe(11064) Oli(9439)  ###  Cai(11064);Oli(11064) Axe(11064) Cai(11064) Alb(11064) Kho(11064);
18/9/24;4868542;stratis;1110738;Axe Hel Dor Ori Neb Aur;4617685;beryllium;1061312;Aur K'A Yas Cel Seb Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Oli(7394) Fen(7394) Cai(11064) Axe(11064) Alb(9461);
17/9/24;4868542;stratis;1110099;Axe Hel Dor Ori Neb Aur;11089917;КИЯНИН;1015959;Dan Ami Neb Seb Iri Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Fen(5227) Axe(11064) Cai(4773) Oli(4773) Alb(10154);
17/9/24;4454896;Team D;1070998;Axe Hel Ori Neb Dan And;4489790;Ap4ihh;930403;Gal K'A Yas Dan The Axe;Mer(6676) Axe(11064)  ###  Cai(11064) Oli(11064);Oli(9428) Fen(5766) Alb(8894) Cai(4773) Axe(10154);
17/9/24;4208957;patlacoche;1179046;Axe Mar Seb Kai K'A Krv;4688718;RedEco;960191;Krv Mor Jhu Ori Mar Oli;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Alb(9478) Axe(9428) Fen(9428) Mer(7532) Oli(9428);
16/9/24;4411565;СКАРАБЕЙ;1102935;Axe Mar Fac Yas K'A Ast;4182055;Лесовод 12;972786;Krv Dan Jhu Seb Mar Alb;Axe(11064) Kho(6916) Cai(9680) Fen(9470) Oli(8754);Alb(11064) Cai(6055) Fen(6484) Oli(6134) Axe(8518);
16/9/24;4668830;TrumpReturns;1110335;Axe Fac Seb Kai K'A Aur;11466966;Колобок;970498;Krv K'A Seb Fac Mar Alb;Mar(8108) Alb(9428) Axe(11064) Vex(10154) Cai(11064);Oli(9692) Fen(7804) Alb(11064) Bis(5713) Axe(6622);
16/9/24;4868542;stratis;1110099;Axe Hel Dor Ori Neb Aur;15112729;ЗАСС;977515;Krv Yas Cel Jhu Mar Alb;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Alb(11064) Cai(11064) Axe(11064) Fen(11064) Oli(11064);
14/9/24;4668830;TrumpReturns;1119594;Axe Fac Seb Yas K'A Aur;4825751;Falcon Nix;1051309;Jhu Neb Seb Hei Mar Axe;Axe(11064) Oli(9018) Alb(9428) Vex(10154) Cai(11064);Vex(10154) Cai(10154) Oli(11064) Alb(11064) Axe(11064);
14/9/24;4868542;stratis;1109511;Axe Hel Dor Ori Neb Aur;6132436;Birder;1119304;Krv K'A Yas Seb Mar Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Oli(11064) Fen(11064) Cai(11064) Alb(11064) Axe(11064);
14/9/24;23402789;Ragto;1109180;Alb Iri Neb Mor Kei Krv;11460409;Уникум;1128678;Ruf Ami Hei Pol Mar Kho;Alb(11064) Cai(9018) Axe(11064) Fen(7804) Oli(11064);Bis(11064) Oli(11064) Alb(11064) Kho(11064) Axe(11064);
13/9/24;4411565;СКАРАБЕЙ;1102480;Axe Mar Fac Yas K'A Ast;4818005;Team 4818005;988763;Krv Ara Pho Pol Mar Axe;Axe(11064) Kho(6916) Cai(9540) Fen(9470) Oli(8754);Oli(9428) Mar(11064) Mer(11064) Kho(4773) Axe(9428);
13/9/24;23402789;Ragto;1109180;Alb Iri Neb Mor Kei Krv;4820170;Butch;1059627;Ruf Ami Neb Hei Aid Axe;Alb(11064) Cai(9018) Axe(11064) Fen(7804) Oli(11064);Axe(11064) Bis(9428) Cai(11064) Alb(10182) Kho(11064);
9/9/24;4411565;СКАРАБЕЙ;1101701;Axe Mar Fac Yas K'A Ast;4516906;Longer King;1069932;Ast K'A Yas Mor Isa Axe;Axe(11064) Kho(6916) Cai(9428) Fen(9470) Oli(8754);Oli(11064) Fen(9018) Cai(11064) Axe(11064) Mar(6327);
9/9/24;4411565;СКАРАБЕЙ;1101701;Axe Mar Fac Yas K'A Ast;4368991;9527;1111279;Krv Mor Isa Jhu Seb Axe;Axe(11064) Kho(6916) Cai(9428) Fen(9470) Oli(8754);Alb(11064) Axe(11064) Mar(6676) Vex(10154) Fen(11064);
9/9/24;4292840;Mangas;1097718;Axe Mar LaC Neb Yas Krv;4704912;Linni;959097;Ruf Neb Hei Iri Dor Kho;Axe(11064) Mar(5683) Cai(11064) Fen(11064) Oli(11064);Bis(9020) Cai(7394) Alb(11064) Oli(10084) Axe(11064);
1/12/09;4668830;TrumpReturns;1108965;Axe Fac Seb Kai K'A Aur;10441394;monkey;974531;Ast K'A Dan Isa Seb Axe;Bis(8108) Alb(9428) Axe(11064) Vex(10154) Cai(11064);Oli(6484) Fen(6484) Cai(9104) Axe(9678) Alb(9496);
1/12/09;4411696;Feinripp;1045883;Axe Jet Dor Lia Yas Kay;18484006;LionCorse;910500;Aur Cel Isa Ori Dor Axe;Axe(11064) Mer(7394) Mar(9018) Cai(11064) Bis(7394);Oli(8782) Mer(7422) Mar(6927) Kho(5306) Axe(8782);
1/11/09;4868542;stratis;1108859;Axe Hel Dor Ori Neb Aur;11466966;Колобок;970036;Krv K'A Seb Fac Mar Alb;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Oli(9692) Fen(7804) Alb(11064) Bis(5713) Axe(6622);
1/11/09;4208957;patlacoche;1171830;Axe Mar Seb Yas K'A Krv;4612994;Умница;1075989;Ruf Dan Seb Iri Mar Axe;Axe(11064) Alb(11064) Cai(11064) Mar(11064) Oli(11064);Oli(11064) Cai(11064) Fen(11064) Alb(11064) Axe(11064);
1/10/09;4868542;stratis;1108859;Axe Hel Dor Ori Neb Aur;4857948;Dlaister;1009241;Yas Cel Jhu Neb Seb Alb;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Alb(11064) Mer(11064) Vex(4123) Cai(7804) Fen(7804);
